nom,dosage,substance,presentation,forme,statut
OROTREX,20 MG,ISOTRETINOINE,BOITE DE 10,CAPSULE MOLLE,Non Commercialisé
OROTREX,20 MG,ISOTRETINOINE,BOITE DE 30,CAPSULE MOLLE,Commercialisé
OROVASC,10 MG,AMLODIPINE,BOITE DE 10,COMPRIME ORODISPERSIBLE,Commercialisé Export
OROVASC,10 MG,AMLODIPINE,BOITE DE 30,COMPRIME ORODISPERSIBLE,Commercialisé
OROVASC,5 MG,AMLODIPINE,BOITE DE 10,COMPRIME ORODISPERSIBLE,Commercialisé Export
OROVASC,5 MG,AMLODIPINE,BOITE DE 30,COMPRIME ORODISPERSIBLE,Commercialisé
OROZINC,45 MG,ZINC (SULFATE MONOHYDRATE),BOITE DE 20,COMPRIMES EFFERVESCENTS SECABLES,Non Commercialisé
ORTODYL,"0,75 MUI / 125 MG",SPIRAMYCINE // METRONIDAZOLE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
OSCILLOCOCCINUM,1,HOMEO,6 DOSES,GLOBULE,Commercialisé
OSMAL,"7,5 MG",MELOXICAM,BOITE DE 15,COMPRIME,Commercialisé
OSMAL,"7,5 MG",MELOXICAM,BOITE DE 30,COMPRIME,Commercialisé
OSMAL,15 MG,MELOXICAM,BOITE DE 15,COMPRIME,Commercialisé
OSMOLAX,0.66,LACTULOSE,FLACON DE 200 ML,SOLUTION BUVABLE,Commercialisé
OSMOSINE,1 G / 5 ML,MAGNESIUM (HYDROXYDE DE),FLACON DE 260 ML,SUSPENSION,Commercialisé
OSMOTAN G 5% SOTHEMA,50 G / 4 G / 2 G,GLUCOSE // CHLORURE DE SODIUM // CHLORURE DE POTASSIUM,POCHE DE 1000 ML,SOLUTION POUR PERFUSION,Non Commercialisé
OSPAMOX,1 G,AMOXICILLINE,BOITE DE 16,COMPRIME DISPERSIBLE,Non Commercialisé
OSPAMOX,125 MG,AMOXICILLINE,FLACON DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Non Commercialisé
OSPAMOX,250 MG,AMOXICILLINE,FLACON DE 60 ML,GRANULE POUR SUSPENSION BUVABLE,Commercialisé Export
OSPAMOX,500 MG,AMOXICILLINE,BOITE DE 12,COMPRIME DISPERSIBLE,Non Commercialisé
OSPEN,1 MUI,PHENOXYMETHYLPENICILLINE,BOITE DE 12,COMPRIME PELLICULE,Non Commercialisé
OSTEOCIS,3 MG,OXIDRONATE DE SODIUM,BOITE DE 1,TROUSSE POUR PREPARATION RADIOPHARMACEUTIQUE INJECTABLE EN FLACON,AMM Sans Prix
OTAD,0.001,OLOPATADINE,BOITE DE 1 FLACON DE 5 ML,COLLYRE EN SOLUTION,Commercialisé
"OTAD DS 0,2%",2 MG / ML,OLOPATADINE,BOITE DE 1 FLACON DE 5 ML,COLLYRE EN SOLUTION,Commercialisé
OTIPAX,0.04,PHENAZONE // LIDOCAINE,BOITE DE 1 FLACON DE 20 ML,SOLUTION AURICULAIRE,Commercialisé
OTOFA,2 MILLIONS UI,RIFAMYCINE,FLACON DE 10 ML,SOLUTION AURICULAIRE,Commercialisé
OTRIVINE,0.0005,XYLOMETAZOLINE (CHLORHYDRATE),FLACON DE 10 ML,GOUTTE NASALE,Non Commercialisé
OTRIVINE,0.001,XYLOMETAZOLINE (CHLORHYDRATE),FLACON DE 10 ML,NEBULISEUR,Non Commercialisé
OVESTIN,"0,5 MG",ESTRIOL,BOITE DE 15,OVULE INTRA-VAGINALE,Commercialisé
OVESTIN,1 MG,ESTRIOL,BOITE DE 30,COMPRIME,Commercialisé
OVITRELLE,"250 µG / 0,5 ML",CHORIOGONADOTROPINE ALFA,BOITE DE 1 SERINGUE PRE REMPLIE,SOLUTION INJECTABLE,Commercialisé
OXALIPLATINE COOPER,100 MG,OXALIPLATINE,FLACON DE 50ML,POUDRE POUR SOLUTION POUR PERFUSION IV,Non Commercialisé
OXALIPLATINE COOPER,50 MG,OXALIPLATINE,FLACON DE 20 ML,POUDRE POUR SOLUTION POUR PERFUSION IV,Non Commercialisé
OXALIPLATINE HOSPIRA,200 MG / 40 ML,OXALIPLATINE,FLACON DE 40 ML,SOLUTION POUR PERFUSION,Non Commercialisé
OXALIPLATINE HOSPIRA,100 MG / 20 ML,OXALIPLATINE,FLACON DE 20 ML,SOLUTION POUR PERFUSION,Non Commercialisé
OXALIPLATINE HOSPIRA,50 MG / 10 ML,OXALIPLATINE,FLACON DE 10 ML,SOLUTION POUR PERFUSION,Non Commercialisé
OXALIPLATINE KABI,5 MG / ML,OXALIPLATINE,BOITE D'UN FLACON DE 10 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé AO
OXALIPLATINE KABI,5 MG / ML,OXALIPLATINE,BOITE D'UN FLACON DE 20 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé AO
OXALIPLATINE MYLAN,5 MG / ML,OXALIPLATINE,FLACON DE 100 MG,POUDRE POUR PERFUSION,Commercialisé
OXALIPLATINE MYLAN,5 MG / ML,OXALIPLATINE,FLACON DE 50 MG,POUDRE POUR PERFUSION,Commercialisé
OXALIPLATINE WIN,5 MG / ML,OXALIPLATINE,FLACON DE 50ML,POUDRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
OXALIPLATINE WIN,5 MG / ML,OXALIPLATINE,FLACON DE 36 ML,POUDRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
OXALISIN,5 MG / ML,OXALIPLATINE,BOITE D'UN 1 FLACON DE 10ML,CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
OXALISIN,5 MG / ML,OXALIPLATINE,BOITE D'UN 1 FLACON DE 20 ML,CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
OXAPEN,500 MG,OXACILLINE,BOITE DE 12,GELULE,AMM Sans Prix
OXAROL,10 MG,RIVAROXABAN,BOITE DE 5 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
OXAROL,10 MG,RIVAROXABAN,BOITE DE 10 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
OXAROL,15 MG,RIVAROXABAN,BOITE DE 14 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
OXAROL,20 MG,RIVAROXABAN,BOITE DE 14 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
OXAROL,20 MG,RIVAROXABAN,BOITE DE 28 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Commercialisé
OXIDEN,20 MG,PIROXICAM,BOITE DE 10,GELULE,Non Commercialisé
OXIDEN,20 MG,PIROXICAM,BOITE DE 10,SUPPOSITOIRE,Commercialisé
OXIFLOR,200 MG,OFLOXACINE,BOITE DE 10,COMPRIME,Commercialisé
OXIFLOR,200 MG,OFLOXACINE,BOITE DE 20,COMPRIME,Commercialisé
OXIPLAT,100 MG / 20 ML,OXALIPLATINE,BOITE DE 1 FLACON,SOLUTION A DILUER POUR PERFUSION EN FLACON DE 20 ML,Commercialisé
OXIPLAT,50 MG / 10 ML,OXALIPLATINE,BOITE DE 1 FLACON,SOLUTION A DILUER POUR PERFUSION EN FLACON DE 10 ML,Commercialisé
OXISTAT,0.01,OXICONAZOLE (NITRATE),TUBE DE 30 G,CREME,Non Commercialisé
OXISTAT,0.01,OXICONAZOLE (NITRATE),FLACON DE 30 ML,LOTION,Non Commercialisé
OXISTAT,0.01,OXICONAZOLE (NITRATE),TUBE DE 15 G,CREME,Non Commercialisé
OXOL,50 MG / 25 ML,OXALIPLATINE,FLACON DE 25 ML BOITE UNITAIRE AVEC UN FLIP OFF,SOLUTION POUR PERFUSION,Commercialisé
OXOL,100 MG / 50 ML,OXALIPLATINE,FLACON DE 50 ML BOITE UNITAIRE AVEC UN FLIP OFF,SOLUTION POUR PERFUSION,Commercialisé
OXONE,1 G / 10 ML,CEFTRIAXONE (SODIQUE),FLACON DE 20 ML + AMPOULE DE 10 ML D'EPPI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE IV,Commercialisé
OXONE,1 G / 5 ML,CEFTRIAXONE (SODIQUE),FLACON DE 20 ML + AMPOULE DE 5 ML DE LIDOCAINE 1%,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Non Commercialisé
OXONE,500 MG / 5 ML,CEFTRIAXONE (SODIQUE),FLACON DE 20 ML + AMPOULE DE 5 ML DE LIDOCAINE 1%,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Non Commercialisé
OXONE,500 MG / 5 ML,CEFTRIAXONE (SODIQUE),FLACON DE 20 ML + AMPOULE DE 5 ML D'EPPI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE IV,Commercialisé
OXOVASIN,"6,9 X 10",Soluttion de chlorite OXO-K 993 // HYPOCHLORITE DE SODIUM // ACIDE SULFURIQUE,FLACON DE 100 ML,SOLUTION AQUEUSE,Non Commercialisé
OXOVASIN,"6,9 X 10",Soluttion de chlorite OXO-K 993 // HYPOCHLORITE DE SODIUM // ACIDE SULFURIQUE,FLACON DE 50ML,SOLUTION AQUEUSE,Non Commercialisé
OXYBUT,5 MG,OXYBUTYNINE (CHLORHYDRATE),BOITE DE 60,COMPRIME SECABLE,Non Commercialisé
OXYCONTIN,10 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 20,COMPRIME A LIBERATION CONTROLEE,AMM Sans Prix
OXYCONTIN,15 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 20,COMPRIME A LIBERATION CONTROLEE,AMM Sans Prix
OXYCONTIN,20 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 20,COMPRIME A LIBERATION CONTROLEE,AMM Sans Prix
OXYCONTIN,30 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 20,COMPRIME A LIBERATION CONTROLEE,AMM Sans Prix
OXYCONTIN,40 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 20,COMPRIME A LIBERATION CONTROLEE,AMM Sans Prix
OXYFLOW,125 µG / 25 µG / DOSE,FLUTICASONE (PROPIONATE) // SALMETEROL (XINAFOATE),AEROSOL DE 120 DOSES,AEROSOL,Commercialisé
OXYFLOW,250 µG / 25 µG / DOSE,FLUTICASONE (PROPIONATE) // SALMETEROL (XINAFOATE),BOITE DE 1 FLACON DE 120 DOSES,SUSPENSION POUR INHALATION,AMM Sans Prix
OXYGENE MEDICINAL LIQUIDE FLOSIT PHARMA,"SOUS PRESSION DE 10 A 15 BAR, DE -155 A 145 ° C",OXYGENE,EVAPORATEUR FIXE REMPLIE DE CITERNES MOBILES,GAZ POUR INHALATION,AMM Sans Prix
OXYGENOR,20 MG,TRIMETAZIDINE (DICHLORHYDRATE),BOITE DE 60,COMPRIME,Non Commercialisé
OXYLETAL,300 MG,OXCARBAZEPINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé AO
OXYNORM,10 MG / ML,OXYCODONE (CHLORHYDRATE),BOITE DE 5 AMPOULES DE 2 ML,SOLUTION INJECTABLE,Non Commercialisé
OXYNORM,10 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 56,GELULE,AMM Sans Prix
OXYNORM,20 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 56,GELULE,AMM Sans Prix
OXYNORM,5 MG,OXYCODONE (CHLORHYDRATE),BOITE DE 56,GELULE,AMM Sans Prix
OXYNORM CONCENTRE,10 MG / ML,OXYCODONE (CHLORHYDRATE),BOITE DE 1,SOLUTION BUVABLE EN FLACON DE 120 ML,AMM Sans Prix
OXYNORM LIQUIDE,1 MG / ML,OXYCODONE (CHLORHYDRATE),BOITE DE 1,SOLUTION BUVABLE EN FLACON DE 250 ML,AMM Sans Prix
OXYTOCINE PHARMA 5,5UI / ML,OXYTOCINE,BOITE DE 3 AMPOULES,SOLUTION INJECTABLE,Commercialisé AO
OXYTOCINE PHARMA5,5 UI / ML,OXYTOCINE,BOITE DE 10,SOLUTION INJECTABLE,AMM Sans Prix
OZEMPIC,0.5 MG,SEMAGLUTIDE,BOITE DE 1 STYLO PREREMPLI DE 1.5 ML ET 4 AIGUILLES A USAGE UNIQUE,SOLUTION INJECTABLE (SC) EN STYLO PRE-REMPLI DE 1.5 ML,Commercialisé
OZEMPIC,0.25 MG,SEMAGLUTIDE,BOITE DE 1 STYLO PREREMPLI DE 1.5 ML ET 4 AIGUILLES A USAGE UNIQUE,SOLUTION INJECTABLE (SC) EN STYLO PRE-REMPLI DE 1.5 ML,Commercialisé
OZEMPIC,1 MG,SEMAGLUTIDE,BOITE DE 1 STYLO PREREMPLI DE 3 ML ET 4 AIGUILLES A USAGE UNIQUE,SOLUTION INJECTABLE (SC) EN STYLO PRE-REMPLI DE 3 ML,Commercialisé
OZEN,10 MG,CETIRIZINE,BOITE DE 14,COMPRIME PELLICULE,Commercialisé
OZEN,10 MG,CETIRIZINE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
OZEN,10 MG,CETIRIZINE,BOITE DE 7,COMPRIME PELLICULE,Commercialisé
OZIL PLUS,20 MG,OMEPRAZOLE // BICARBONATE DE SODIUM,BOITE DE 14,GELULE,Commercialisé
OZIL PLUS,20 MG,OMEPRAZOLE // BICARBONATE DE SODIUM,BOITE DE 28,GELULE,Commercialisé
OZURDEX,700 µG,DEXAMETHASONE,BOITE UNITAIRE,IMPLANT INTRAVITRE EN AVEC APPLICATEUR,Commercialisé
PABAL,100 µgG / ML,CARBETOCINE,BOITE DE 5 FLACONS DE 1 ML,SOLUTION INJECTABLE,Commercialisé
PACLI SPAL-L 100,"100 MG / 16,7 ML",PACLITAXEL,BOITE DE 1 FLACON UNIDOSE DE 20 ML,"SOLUTION A DILUER POUR PERFUSION, FLACON DE 20 ML",Commercialisé
PACLI SPAL-L 30,30 MG / 5 ML,PACLITAXEL,BOITE DE 1 FLACON UNIDOSE DE 5 ML,"SOLUTION A DILUER POUR PERFUSION, FLACON DE 5 ML",Commercialisé
PACLI SPAL-L 300,300 MG / 50 ML,PACLITAXEL,BOITE DE 1 FLACON UNIDOSE DE 50 ML,"SOLUTION A DILUER POUR PERFUSION, FLACON DE 50 ML",Commercialisé
PACLITAXEL COOPER,"100 MG / 16,7 ML",PACLITAXEL,BOITE DE 1,SOLUTION POUR PERFUSION,Non Commercialisé
PACLITAXEL COOPER,30 MG / 5 ML,PACLITAXEL,BOITE DE 1,SOLUTION POUR PERFUSION,Non Commercialisé
PACLITAXEL ISIO,30 MG / 5 ML,PACLITAXEL,BOITE D'UN FLACON,SOLUTION A DILUER POUR PERFUSION,Commercialisé
PACLITAXEL ISIO,"100 MG / 16,7 ML",PACLITAXEL,BOITE D'UN FLACON,SOLUTION A DILUER POUR PERFUSION,Commercialisé
PACLITAXEL KABI,6 MG / ML,PACLITAXEL,"FLACON DE 16,7 ML",SOLUTION A DILUER POUR PERFUSION,Commercialisé AO
PACLITAXEL KABI,6 MG / ML,PACLITAXEL,FLACON DE 5 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé AO
PACLITAXEL KABI,6 MG / ML,PACLITAXEL,FLACON DE 50 ML,SOLUTION A DILUER POUR PERFUSION,Non Commercialisé
PACLITAXEL MC PHARMA,6 MG / ML,PACLITAXEL,FLACON DE 5 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé
PACLITAXEL MC PHARMA,6 MG / ML,PACLITAXEL,"FLACON DE 16,7ML",SOLUTION A DILUER POUR PERFUSION,Commercialisé
PACLITAXEL MC PHARMA,6 MG / ML,PACLITAXEL,FLACON DE 50 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé
PACLITAXEL MYLANPHARMA,"100 MG / 16,7 ML",PACLITAXEL,-,SOLUTION A DILUER POUR PERFUSION,Non Commercialisé
PACLITAXEL MYLANPHARMA,30 MG / 5 ML,PACLITAXEL,-,SOLUTION A DILUER POUR PERFUSION,Non Commercialisé
PACLITAXEL MYLANPHARMA,300 MG / 50 ML,PACLITAXEL,-,SOLUTION A DILUER POUR PERFUSION,Non Commercialisé
PACLITAXEL PHARMACHEMIE,6 MG / ML,PACLITAXEL,"FLACON DE 100 MG / 16,7 ML",CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
PACLITAXEL PHARMACHEMIE,6 MG / ML,PACLITAXEL,FLACON DE 150 MG / 25 ML,CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
PACLITAXEL PHARMACHEMIE,6 MG / ML,PACLITAXEL,FLACON DE 300 MG / 50 ML,CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
PACLITAXEL PHARMACHEMIE,6 MG / ML,PACLITAXEL,FLACON DE 30 M / 5 ML,CONCENTRE POUR SOLUTION POUR PERFUSION,Retiré du Marché
PACLITOL,30 MG / 5 ML,PACLITAXEL,BOITE DE 1,SOLUTION A DILUER POUR PERFUSION FLACON DE 5 ML,Commercialisé
PAGENAX®,120 MG / ML,BROLUCIZUMAB,"BOITE DE 1 FLACON DE 0.23 ML ET 1 AIGUILLE-FILTRE EMOUSSEE (18G X 1½"", 1.2 MM X 40 MM, 5 µM)",SOLUTION INJECTABLE EN FLACON DE 0.23 ML,Retiré du Marché
PANADOL,125 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Retiré du Marché
PANADOL,250 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Retiré du Marché
PANADOL,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME PELLICULE,Non Commercialisé
PANADOL,500 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Retiré du Marché
PANADOL EXTRA,500 MG / 65 MG,PARACETAMOL // CAFEINE,BOITE DE 20,COMPRIME PELLICULE,Non Commercialisé
PANALGIC,500 MG / 50 MG,PARACETAMOL // CAFEINE,BOITE DE 16,COMPRIME,Commercialisé
PANALGIC,500 MG / 50 MG,PARACETAMOL // CAFEINE,TUBE DE 16 G,COMPRIME EFFERVESCENT,Commercialisé
PANEKAL,20 MG,PAROXETINE,BOITE DE 10,COMPRIME PELLICULE,Commercialisé
PANEKAL,20 MG,PAROXETINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
PANOXYL,0.05,PEROXYDE DE BENZOYLE,TUBE DE 40 G,GEL POUR APPLICATION LOCALE,Retiré du Marché
PANOXYL,0.1,PEROXYDE DE BENZOYLE,TUBE DE 40 G,GEL POUR APPLICATION LOCALE,Retiré du Marché
PANSORAL,"8,7 G / 0,01 G",SALICYLATE DE CHOLINE // CETALKONIUM (CHLORURE),BOITE DE 1 TUBE DE 15 G,GEL BUCCAL,Commercialisé
PANTOPRAZOLE,40 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 7 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE,40 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 14 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE,40 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 28 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE,20 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 7 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE,20 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 14 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE,20 MG,PANTOPRAZOLE SODIUM SESQUIHYDRATE,BOITE DE 28 GELULES,MICROGRANULES GASTRO-RESISTANTS EN GELULE,AMM Sans Prix
PANTOPRAZOLE GT,20 MG,PANTOPRAZOLE,BOITE DE 10,COMPRIME GASTRO-RESISTANT,Commercialisé
PANTOPRAZOLE GT,20 MG,PANTOPRAZOLE,BOITE DE 20,COMPRIME GASTRO-RESISTANT,Commercialisé
PANTOPRAZOLE GT,40 MG,PANTOPRAZOLE,BOITE DE 10,COMPRIME GASTRO-RESISTANT,Commercialisé
PANTOPRAZOLE GT,40 MG,PANTOPRAZOLE,BOITE DE 20,COMPRIME GASTRO-RESISTANT,Commercialisé
PANTOPRAZOLE NORMON,40 MG,PANTOPRAZOLE,BOITE DE 50 FLACONS DE 10 ML,POUDRE POUR SOLUTION INJECTABLE,Commercialisé
PANTOPRAZOLE NORMON,40 MG,PANTOPRAZOLE,BOITE D'UN FLACON DE 10 ML,POUDRE POUR SOLUTION INJECTABLE,Non Commercialisé
PAPILLIO,75 MG,PALBOCICLIB,BOITE DE 21,GELULES,Commercialisé
PAPILLIO,100 MG,PALBOCICLIB,BOITE DE 21,GELULES,Commercialisé
PAPILLIO,125 MG,PALBOCICLIB,BOITE DE 21,GELULES,Commercialisé
PARA SPECIAL POUX,"1,80 G / 7,20 G",PIPERONYLE (BUTOXYDE) // DEPALLETHRINE,FLACON DE,SOLUTION,Retiré du Marché
PARACETAL,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME,Retiré du Marché
PARACETAMOL B.BRAUN,10 MG / ML,PARACETAMOL,BOITE DE 10 POCHES DE 100 ML,SOLUTION POUR PERFUSION,Commercialisé AO
PARACETAMOL B.BRAUN,10 MG / ML,PARACETAMOL,BOITE DE 10 POCHES DE 50 ML,SOLUTION POUR PERFUSION,Commercialisé AO
PARACETAMOL MACOPHARMA,10 MG / ML,PARACETAMOL,POCHE DE 100 ML,SOLUTION POUR PERFUSION,Non Commercialisé
PARACETAMOL MACOPHARMA,10 MG / ML,PARACETAMOL,POCHE DE 50 ML,SOLUTION POUR PERFUSION,Non Commercialisé
PARACETAMOL NORMON,10 MG / ML,PARACETAMOL,BOITE DE 1 POCHE DE 100 ML,SOLUTION POUR PERFUSION,Non Commercialisé
PARACETAMOL NORMON,10 MG / ML,PARACETAMOL,BOITE DE 12 POCHES DE 100 ML,SOLUTION POUR PERFUSION,Non Commercialisé
PARACETAMOL NORMON,10 MG / ML,PARACETAMOL,BOITE DE 50 POCHES DE 100 ML,SOLUTION POUR PERFUSION,Commercialisé
PARACETAMOL SOTHEMA,10 MG / ML,PARACETAMOL,BOITE DE 1,SOLUTION POUR PERFUSION EN FLACON DE 100 ML,AMM Sans Prix
PARANTAL,0.024,PARACETAMOL,FLACON DE 60 ML,SUSPENSION BUVABLE,Retiré du Marché
PARANTAL,0.03,PARACETAMOL,FLACON DE 90 ML,SOLUTION BUVABLE,Commercialisé
PARANTAL,1 G,PARACETAMOL,BOITE DE 8,COMPRIME EFFERVESCENT,Commercialisé
PARANTAL,1 G,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé
PARANTAL,100 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé
PARANTAL,125 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé AO
PARANTAL,150 MG,PARACETAMOL,BOITE DE 16,SACHET,Commercialisé AO
PARANTAL,150 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé
PARANTAL,250 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé
PARANTAL,300 MG,PARACETAMOL,BOITE DE 12,SACHET,Commercialisé
PARANTAL,300 MG,PARACETAMOL,BOITE DE 16,SACHET,Non Commercialisé
PARANTAL,300 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé
PARANTAL,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME,Commercialisé
PARANTAL,500 MG,PARACETAMOL,BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
PARANTAL,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
PARANTAL,500 MG,PARACETAMOL,BOITE DE 16,SACHET,Commercialisé
PARANTAL,650 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Commercialisé AO
PARANTAL,80 MG,PARACETAMOL,BOITE DE 16,SACHET,Commercialisé AO
PARANTAL,100 MG,PARACETAMOL,BOITE DE 12,GRANULE SOUS SACHET,Non Commercialisé
PARANTAL,200 MG,PARACETAMOL,BOITE DE 12,GRANULE SOUS SACHET,Non Commercialisé
PARANTAL,200 MG,PARACETAMOL,BOITE DE 10,SUPPOSITOIRE,Non Commercialisé
PARANTAL C 1000,"0,5 G / 1 G",PARACETAMOL // VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
PARASPHAN,"0,135 G / 0,265 G / 0,040 G",PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE,BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
PARASPHAN,"0,135 G / 0,265 G / 0,040 G",PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE,BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
PARFENAC,0.05,BUFEXAMAC,TUBE DE 30 G,CREME,Non Commercialisé
PARGINE,5 G,ARGININE (ASPARTATE),BOITE DE 20 AMPOULES DE 10ML,SOLUTION BUVABLE,Non Commercialisé
PARLODEL,"2,870 MG",BROMOCRIPTINE (MESILATE),BOITE DE 30,COMPRIME,Non Commercialisé
PARODAL,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME,Non Commercialisé
PARODAL,500 MG,PARACETAMOL,BOITE DE 30,COMPRIME,Non Commercialisé
PAROXETINE DEVA,20 MG,PAROXETINE (CHLOROHYDRATE HEMIHYDRATE),BOITE DE 10,COMPEIME PELLICULE SECABLE,AMM Sans Prix
PAROXETINE DEVA,20 MG,PAROXETINE (CHLOROHYDRATE HEMIHYDRATE),BOITE DE 20,COMPEIME PELLICULE SECABLE,AMM Sans Prix
PAROXETINE DEVA,20 MG,PAROXETINE (CHLOROHYDRATE HEMIHYDRATE),BOITE DE 30,COMPEIME PELLICULE SECABLE,AMM Sans Prix
PAROXETINE GT,20 MG,PAROXETINE (CHLORHYDRATE),FLACON DE 20,COMPRIME PELLICULE,Non Commercialisé
PAROXETINE GT,20 MG,PAROXETINE (CHLORHYDRATE),FLACON DE 10,COMPRIME PELLICULE,Non Commercialisé
PAROXETINE GT,20 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
PAROXETINE WIN,20 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 15,COMPRIME PELLICULE,Retiré du Marché
PAROXETINE WIN,20 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
PAVULON,4 MG / 2 ML,PANCURONIUM (BROMURE),BOITE DE 10 AMPOULES,SOLUTION INJECTABLE (IV),Non Commercialisé
PAXAT,20 MG,PAROXETINE (CHLORHYDRATE HEMIHYDRATE),BOITE DE 10,COMPRIMES PELLICULES SECABLES,Non Commercialisé
PAXAT,20 MG,PAROXETINE (CHLORHYDRATE HEMIHYDRATE),BOITE DE 20,COMPRIMES PELLICULES SECABLES,Non Commercialisé
PAXAT,20 MG,PAROXETINE (CHLORHYDRATE HEMIHYDRATE),BOITE DE 30,COMPRIMES PELLICULES SECABLES,Non Commercialisé
PAXEL,30 MG / 5 ML,PACLITAXEL,FLACON DE 5 ML,SOLUTION INJECTABLE,Non Commercialisé
PAXIL CR,"12,5 MG",PAROXETINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Retiré du Marché
PAXIL CR,"12,5 MG",PAROXETINE (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
PAXIL CR,25 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Retiré du Marché
PAXIL CR,25 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
